Word1,Flag1,Word2,Flag2,MI,logDF
约合,vn,280,m,4.8228879861150915,2.0
良好,a,业绩,n,5.258806718494856,2.0
总共,b,回购,v,9.99293566049153,2.0
年,m,世界杯,nz,3.313455560986082,2.0
8600,m,万美元,m,4.78698785113781,2.0
的,uj,发放,v,1.6289421946510998,2.0
约合,vn,0.20,m,6.305280753195701,2.0
8800,m,万美元,m,5.301561023967569,2.0
通过,p,的,uj,-0.8934129900759191,2.0
为,p,43.9,m,4.239766675554359,2.0
人民币,n,64,m,2.855594206468501,2.0
的,uj,直接,ad,1.649901813286746,2.0
以及,c,其它,r,3.6732174639799324,2.0
将,d,放缓,v,4.048913899182815,2.0
为,p,5400,m,3.017374254217911,2.0
早前,t,公布,v,9.48704473076157,2.0
第四季度,l,继续,v,1.3865701082410413,2.0
同比,j,缩,v,4.970192582021739,2.0
国内,s,网络游戏,n,5.457327008150407,2.0
增加,v,10,m,1.914158547107411,2.0
万美元,m,增速,v,0.49236710224618324,2.0
携程,n,三季度,mq,5.569275172876053,2.0
9400,m,万美元,m,4.465059756250448,2.0
为,p,55.1,m,4.409691676996672,2.0
人民币,n,2810,m,5.8252205574249825,2.0
市场,n,营收,n,2.6060418363242057,2.0
通过,p,在,p,2.134495329975578,2.0
日,m,平均,a,1.7028932971723487,2.0
优酷,a,当前,t,8.277849166386034,2.0
为,p,2.83,m,4.672726082830465,2.0
为,p,430,m,2.3222288357463317,2.0
轻微,d,下跌,v,9.092471334042443,2.0
约合,vn,70,m,3.6445507448565797,2.0
减少,v,5.3,m,6.682833001000955,2.0
60,m,万元,m,2.6082928549327185,2.0
去年同期,n,收入,v,-1.4428469614092523,2.0
的,uj,1450,m,2.47140091766462,2.0
下降,v,6.6,m,6.140719349422515,2.0
队伍,n,和,c,5.250066009872496,2.0
这款,r,游戏,n,7.766238407412137,2.0
麦考林,nr,股份,n,6.845429588878954,2.0
增长,v,29.6,m,4.201192452095122,2.0
1.06,m,亿元,m,5.294082193242388,2.0
3660,m,万美元,m,5.202025350416654,2.0
原因,n,之一,r,7.009220744079018,2.0
为,p,1.26,m,2.602336754939067,2.0
9,x,％,x,5.1501620192939175,2.0
发布,v,第二季度,mq,1.410482575622865,2.0
新闻稿,n,中,f,9.196346381642536,2.0
17,m,％,x,3.5919168569485413,2.0
45.6,m,%,x,5.10700276854393,2.0
2.66,m,亿元,m,6.61601028812975,2.0
净利润,n,扣除非,i,6.152318284302176,2.0
转换,v,债券,n,13.018681073328086,2.0
增长,v,稳定,a,2.3034425103430722,2.0
为,p,首席,n,0.11690992776882522,2.0
递延,v,一个,m,8.900286372525853,2.0
规模,n,均,d,5.131749982180038,2.0
790,m,万元,m,5.275049446817523,2.0
通过,p,公司,n,2.139963542615091,2.0
客户,n,付费,v,4.19666423756294,2.0
69,m,％,x,6.333383843349688,2.0
1590,m,万元,m,6.427052540262572,2.0
总收入,n,达到,v,4.123354856019631,2.0
90.2,m,%,x,5.10700276854393,2.0
净利,n,增长,v,0.8307344632801004,2.0
为,p,910,m,2.7658354872219464,2.0
和,c,5.75,m,6.535468228734746,2.0
及,c,公司,n,0.8477157217816377,2.0
受欢迎,v,的,uj,3.727345898712094,2.0
宣布,v,董事会,n,7.1355639544731275,2.0
采取,v,的,uj,2.3070140997637374,2.0
为,p,950,m,2.7658354872219464,2.0
SP,eng,公司,n,4.063550427095923,2.0
网络,n,2010,m,4.013243623849187,2.0
2910,m,万美元,m,5.202025350416654,2.0
优质,n,内容,n,8.939115034420388,2.0
54.5,m,%,x,5.10700276854393,2.0
收入,v,预期,vn,0.29714632545452185,2.0
搜狗,nz,业务,n,5.943198220058765,2.0
社交,n,化,n,11.782368674551869,2.0
1.54,m,元,m,8.106803625049807,2.0
为,p,约,d,-1.8918045179858778,2.0
的未,d,审计,v,10.659278273022059,2.0
下滑,v,明显,a,5.4480894765479695,2.0
人民币,n,38,m,1.2912419854226311,2.0
28.3,m,%,x,5.10700276854393,2.0
增长,v,分别,d,-1.330599389604697,2.0
新浪,nz,将,d,1.872716300724972,2.0
计算,v,每股,r,3.96797694797198,2.0
他,r,还,d,7.721339241154311,2.0
收费,n,服务,vn,4.342294175468587,2.0
增长,v,24.9,m,4.98968834690141,2.0
8,m,个,m,3.7766550233574763,2.0
的,uj,总额,n,-0.17245527211010483,2.0
・,x,毛,nr,7.959755413547522,2.0
41.0,m,%,x,5.10700276854393,2.0
原有,v,到期日,l,13.874291163992908,2.0
一个,m,重要,a,8.61216098572923,2.0
6310,m,万元,m,7.275049446817523,2.0
2930,m,万元,m,6.012015040983728,2.0
战略,n,调整,vn,5.8184379292593915,2.0
26,m,　,x,4.520414733153094,2.0
4100,m,万美元,m,5.086548132996718,2.0
在,p,2200,m,5.643044715177566,2.0
83.6,m,%,x,5.107002768543931,2.0
其,r,营收,v,6.997082000681695,2.0
2.5,m,亿元,m,4.075902023192854,2.0
第一季度,l,因,p,3.3511419371736957,2.0
玩家,n,随着,p,7.991648114631068,2.0
腾讯,nz,今日,t,5.429852259831084,2.0
海外,s,扩张,v,8.195075657801526,2.0
3.08,m,亿元,m,6.838402709466198,2.0
点,m,召开,v,9.55670853938151,2.0
恢复,v,增长,v,2.7598208050028155,2.0
为,p,满足,v,3.950260058359374,2.0
而,c,每个,r,6.977378379579966,2.0
团购,v,网站,n,9.244123961060192,2.0
年,m,第四季,m,4.661378864406388,2.0
第四季度,l,净收入,n,3.158079831351923,2.0
增长率,n,高出,v,8.665130999267497,2.0
6360,m,万元,m,6.789622619647281,2.0
是,v,营销,vn,2.0210636988359716,2.0
发布,v,三季度,mq,4.2027700495915274,2.0
-,x,0507,m,7.2157575192596,2.0
来自,v,音乐,n,5.544014487815086,2.0
总,n,营业,n,5.527716336041805,2.0
业务,n,与,p,0.06055517069692346,2.0
和,c,社交,n,3.2951538994010345,2.0
1.62,m,亿元,m,5.642005496662694,2.0
为,p,57.4,m,4.561694770441721,2.0
服务费,n,后,f,7.312680204097608,2.0
一季度,mq,财务,n,2.1825935532412615,2.0
按,p,当季,t,8.471166986257565,2.0
毛利润,nr,2012,m,1.4040680836347768,2.0
游戏,n,成为,v,4.141747542504343,2.0
比,p,2007,m,4.334614304159779,2.0
比,p,下降,v,-0.1736476056918727,2.0
预期,vn,2010,m,1.3372917706109178,2.0
25.1,m,%,x,5.10700276854393,2.0
阿里巴巴,nrt,国内,s,6.176774841058583,2.0
略有,v,上升,v,5.004761095888318,2.0
第四季度,l,每张,r,3.944565561361928,2.0
55.0,m,%,x,5.10700276854393,2.0
1.3,m,亿美元,m,6.040830350595839,2.0
第二季度,mq,所得税,n,2.091483811774174,2.0
艺龙,n,2011,m,2.8624235816575974,2.0
的,uj,正面,ad,4.685525723017467,2.0
的,uj,旗舰,n,3.4224913171836735,2.0
2.1,m,亿元,m,4.838402709466198,2.0
影响,vn,其,r,4.189727078624092,2.0
付费,v,网络游戏,n,4.0704465213595205,2.0
为,p,41.6,m,3.824729176275515,2.0
方面,n,都,d,7.141569043210484,2.0
为,p,1070,m,3.9242648498264296,2.0
7200,m,万元,m,7.012015040983728,2.0
规模,n,在,p,2.0199470855696386,2.0
4200,m,万美元,m,5.202025350416654,2.0
冲减,v,酒店,n,10.662787058799198,2.0
网易,n,第三季度,mq,0.04391296990089224,2.0
盛大,b,本季度,n,3.513650317579079,2.0
约合,vn,840,m,6.070815499558678,2.0
9700,m,万美元,m,5.272414678308052,2.0
利润率,n,则,d,5.003351743053705,2.0
大型,b,的,uj,1.6855257230174674,2.0
但,c,公司,n,2.3129098960326404,2.0
迅猛,ad,增长,v,4.163717746676459,2.0
新,a,平台,n,4.351849747829812,2.0
增长,v,有所,n,-0.16374853175233373,2.0
1800,m,万元,m,5.012015040983728,2.0
增长,v,38.1,m,5.056802542759947,2.0
的,uj,广泛,a,3.685525723017467,2.0
将,d,继续加强,n,7.913984319096706,2.0
四川,ns,地震,n,14.25150169438146,2.0
的,uj,4770,m,3.5480221992675323,2.0
这些,r,预期,vn,5.334316118045063,2.0
较,zg,大幅度,d,6.842442297953569,2.0
2.32,m,亿元,m,6.5164746145788355,2.0
金融界,n,管理层,n,6.400692213429018,2.0
女士,n,说,v,11.725002455244896,2.0
及,c,佣金,n,2.981571468516428,2.0
为,p,520,m,2.950260058359374,2.0
的,uj,可持续性,n,5.00745381790483,2.0
2012,m,年度,n,4.34387330171603,2.0
Q1,eng,净利,n,7.896150597956648,2.0
-,x,来自,v,0.8330134231876405,2.0
刘爽,nr,表示,v,9.64186121994465,2.0
8920,m,万美元,m,5.786987851137811,2.0
相对,d,持平,n,6.939735643757733,2.0
历史,n,峰值,n,8.845429588878954,2.0
61.3,m,%,x,5.10700276854393,2.0
将,d,更加,d,5.633876399903971,2.0
全球,n,市场,n,5.383342295233349,2.0
约合,vn,250,m,4.45610565544347,2.0
10.3,m,%,x,4.884610347207483,2.0
运营商,n,第九城市,ns,9.292043047968788,2.0
为,p,3.13,m,5.087763582109309,2.0
;,x,的,uj,-3.2273636132124945,2.0
艺龙,n,旅行网,n,7.498702935945945,2.0
部分,n,员工,n,5.689020749032146,2.0
返税,v,被,p,10.414859545355611,2.0
良好,a,表现,v,7.765766707214739,2.0
增长,v,15.1,m,5.212080768237858,2.0
129,m,%,x,4.937077767101618,2.0
1.64,m,亿元,m,5.400997397158899,2.0
业绩,n,超过,v,3.8915977443066283,2.0
4,m,季度,n,3.4396002363826472,2.0
将,d,通过,p,2.8204724331735616,2.0
支出,v,较,d,0.652578677011341,2.0
已经,d,进入,v,6.962347340658105,2.0
英雄,ns,三国,ns,14.344611098772942,2.0
包括,v,第三方,m,6.738822949831737,2.0
年前,t,9,m,7.88483797343719,2.0
和,c,软件,n,1.5377242026751126,2.0
首席,n,营销,vn,4.649527838193714,2.0
6,m,将,d,1.3077113121301376,2.0
增长,v,21.3,m,4.864157464817551,2.0
・,x,运营,vn,2.853505425222301,2.0
以,p,改善,v,6.614990355219904,2.0
公司,n,自主,v,4.3403906324547465,2.0
5010,m,万美元,m,5.5943427731954145,2.0
1007,m,:,x,7.388961191244569,2.0
人事,n,相关,v,9.417820945726719,2.0
:,x,LTON,eng,6.388961191244569,2.0
36,m,元,m,4.6473720064125095,2.0
要点,n,:,x,3.506318141882727,2.0
约合,vn,1900,m,5.315927997395209,2.0
公司,n,基于,p,3.3265848329297163,2.0
到,v,移动,vn,3.3735840401843395,2.0
3750,m,万美元,m,5.465059756250448,2.0
137,m,%,x,4.785074673656569,2.0
2.22,m,元,m,7.914158547107411,2.0
了,ul,用户,n,-0.09491816437622995,2.0
与,p,总营,n,1.5590905163092057,2.0
这些,r,收入,v,2.8768145265061653,2.0
请,v,拨打,v,14.029569389470819,2.0
64.1,m,%,x,5.10700276854393,2.0
23,m,美分,m,6.262794820663745,2.0
媒体,n,应,v,7.9921610591086845,2.0
积极,ad,影响,vn,7.536317227745723,2.0
促销,v,和,c,3.1604287973878202,2.0
增长,v,4.2,m,3.3787306376473096,2.0
增长,v,23.8,m,4.748680247397615,2.0
134,m,%,x,4.785074673656569,2.0
43.8,m,%,x,4.744432689159222,2.0
其他,r,信息,n,6.725308143357255,2.0
人民币,n,0.26,m,4.272679534396204,2.0
收费,n,功能,n,9.343776447294129,2.0
为,p,12.4,m,3.9242648498264296,2.0
推广,v,服务收入,n,5.776369933930427,2.0
软件,n,总营,n,4.028952040332571,2.0
根据,p,协议,n,8.409446049169247,2.0
1.442,m,亿元,m,7.1014371152999916,2.0
4150,m,万美元,m,4.78698785113781,2.0
第一,m,大,a,8.81322963825663,2.0
预期,vn,2012,m,1.1494952565491792,2.0
渗透率,n,的,uj,3.4224913171836735,2.0
39.7,m,%,x,5.10700276854393,2.0
-,x,e,eng,2.7444518003340113,2.0
一股,m,普通股,n,11.503308844792,2.0
广告,n,开支,v,2.4761984587729384,2.0
增,v,25,m,4.484817509799069,2.0
的,uj,态度,n,3.685525723017467,2.0
改进,v,用户,n,7.328383162291322,2.0
为,p,36.4,m,4.561694770441721,2.0
2750,m,万美元,m,4.465059756250448,2.0
万美元,m,间,f,4.021453104774833,2.0
是,v,新浪,nz,1.8377766755918097,2.0
毛利润,nr,和,c,0.11761571384884659,2.0
正常,d,产品,n,7.972471557931813,2.0
2.79,m,亿元,m,6.364471521133785,2.0
继续,v,看到,v,7.108896004011047,2.0
的,uj,种子,n,4.00745381790483,2.0
为,p,30.1,m,3.950260058359374,2.0
货币,n,单位,n,13.478362487661771,2.0
34.8,m,%,x,4.522040267822774,2.0
他,r,同时,c,7.133533990664329,2.0
和,c,收入,v,-2.594458704775649,2.0
的,uj,7900,m,3.4224913171836735,2.0
6.8,m,亿元,m,4.5164746145788355,2.0
较小,a,的,uj,5.00745381790483,2.0
50.3,m,%,x,5.10700276854393,2.0
约合,vn,570,m,5.520618416998198,2.0
创造,v,价值,n,9.834836094446006,2.0
对,p,腾讯,nz,4.103491918628461,2.0
第一季度,l,增长,v,-1.6374586004520213,2.0
分众传媒,l,将,d,3.5686922311438334,2.0
资产,n,减值,v,7.968606331129788,2.0
亿美元,m,2011,m,-0.7951213485288731,2.0
小幅,n,下跌,v,7.7001539112636825,2.0
的,uj,工作,vn,2.759526304461244,2.0
3910,m,万美元,m,5.465059756250448,2.0
为,p,44.3,m,3.709251958855579,2.0
短信,n,收入,v,3.5980128048140547,2.0
周四,t,发布,v,8.52469814447889,2.0
广泛,a,的,uj,3.685525723017467,2.0
这,r,一年,m,7.060268941108635,2.0
中国,ns,子公司,n,6.256154095286716,2.0
为,p,23.1,m,4.824729176275516,2.0
同比,j,相对,d,3.075374818713795,2.0
了,ul,玩家,n,2.363526996075018,2.0
第一季度,l,经,n,5.115074578940171,2.0
长远,d,来看,u,13.071592604366527,2.0
52.6,m,%,x,5.107002768543931,2.0
7700,m,万元,m,6.596977541704884,2.0
包,v,业务,n,6.194736987054728,2.0
继续,v,优化,vn,7.870736266816283,2.0
亏损,vn,均,d,3.054160199416564,2.0
开始,v,正式,ad,8.338285020248009,2.0
都,d,有所增加,i,8.226102553422152,2.0
自有,v,品牌,n,9.680223075866865,2.0
第二季度,mq,营业费用,n,3.8051796266175333,2.0
的,uj,1300,m,2.6855257230174674,2.0
和,c,更,d,1.2922942452617936,2.0
腾讯,nz,发布,v,3.7698106423154214,2.0
九城,ns,二季度,mq,5.999883679956555,2.0
增长,v,23.2,m,4.864157464817551,2.0
平均,a,机票价格,n,9.65344919421986,2.0
独立,v,访问量,n,8.534896553046096,2.0
网游,n,和,c,1.9778130740093238,2.0
其中,r,产品,n,2.90638236747404,2.0
每,r,美国,ns,5.444499035795486,2.0
广告,n,系统,n,5.52413293583664,2.0
和,c,不断,d,2.8007586085089065,2.0
人民币,n,2820,m,5.562186151591189,2.0
25.5,m,%,x,5.10700276854393,2.0
人民币,n,1270,m,3.410183058146138,2.0
合计,vn,本季度,n,5.716279484094097,2.0
规模,n,再,d,8.236086641994774,2.0
广告业务,n,仍,d,6.938760520340489,2.0
1.01,m,美元,q,6.545167567701343,2.0
减少,v,31,m,2.354158073673008,2.0
广告业务,n,环比,j,1.1436358870682972,2.0
安全,an,产品,n,6.921845484861844,2.0
利润,n,低于,v,3.4696041444056864,2.0
为,p,31.4,m,4.731619771884034,2.0
利润率,n,继续,v,3.076885609108426,2.0
:,x,KUTV,eng,6.219036189802256,2.0
在,p,三季度,mq,3.3915059481816017,2.0
毛,nr,亏损率,n,11.727939738324448,2.0
收益率,n,在,p,5.643044715177566,2.0
预计,vn,2006,m,3.489880668785725,2.0
是,v,收入,v,-0.8585648167680896,2.0
广告商,n,的,uj,2.5744944106287235,2.0
9.17,m,亿元,m,7.1014371152999916,2.0
同期,b,则,d,3.7845171411304466,2.0
增长,v,11.7,m,3.6162299513739655,2.0
资料片,n,及,c,4.0119451175599465,2.0
费用,n,1600,m,5.1416710401026675,2.0
超过,v,分析师,n,5.953994281444495,2.0
有,v,增长,v,-0.19653846687000315,2.0
毛利率,n,低于,v,3.1306335655293283,2.0
42.9,m,%,x,5.10700276854393,2.0
和,c,2008,m,-0.6021633695006833,2.0
相关,v,收入,v,0.194784607824844,2.0
无,v,负债,n,11.285717409719375,2.0
分成,v,安排,v,12.135157733143993,2.0
1.19,m,亿元,m,4.963933591550057,2.0
日,m,开始,v,2.4321232425589496,2.0
是因为,c,我们,r,3.4791677877334126,2.0
为,p,1250,m,3.3222288357463317,2.0
用户数,n,在,p,2.2704905472202355,2.0
加速,v,发展,vn,8.19296026879952,2.0
对,p,企业,n,4.612178652067812,2.0
折合,v,1.55,m,10.009220744079018,2.0
玩家,n,数量,n,5.386451130169857,2.0
的,uj,自主,v,1.3070140997637374,2.0
在,p,移动,vn,2.258106822764403,2.0
公布,v,四季度,mq,4.184568998540381,2.0
020,m,万美元,m,4.979632929080205,2.0
比,p,截至,v,1.327814899355615,2.0
了,ul,36,m,3.473950985768669,2.0
约合,vn,1290,m,6.4858529988375215,2.0
增长,v,16.7,m,4.361657124288368,2.0
持续,vd,提升,v,4.625450480147199,2.0
运营,vn,表现,v,2.2444792196106755,2.0
的,uj,两个,m,0.5611975880152654,2.0
维护,v,和,c,5.143150805955985,2.0
增长,v,28.8,m,4.212080768237858,2.0
以,p,保持,v,5.445065353777592,2.0
设备,vn,等,u,9.303134462796784,2.0
412,m,万美元,m,5.786987851137811,2.0
原因,n,导致,v,4.2739534373848365,2.0
增长,v,47.9,m,5.279194964096395,2.0
游戏,n,二季度,mq,2.29050497644574,2.0
30,m,:,x,-0.34744074007372183,2.0
27.1,m,%,x,5.107002768543931,2.0
4.05,m,亿元,m,6.101437115299991,2.0
占,v,之,u,5.513416976470216,2.0
活动,vn,所,c,4.216670498451202,2.0
的,uj,一家,m,2.200098895847226,2.0
花费,n,增加,v,5.9141585471074105,2.0
有所,n,放缓,v,6.229242260952719,2.0
销售业务,n,在,p,6.713434043068964,2.0
由于,c,首次,m,3.8704826804601193,2.0
增长,v,12.1,m,4.601123058983757,2.0
总收入,n,将,d,2.099287421697934,2.0
毛利率,n,继续,v,2.281858716091743,2.0
14,m,万美元,m,0.6645912197780837,2.0
更名,v,为,p,5.409691676996671,2.0
薪酬,n,成本,n,5.917647533187291,2.0
商业,n,发布,v,5.328777934503632,2.0
亿零,m,800,m,10.18979298972084,2.0
中国,ns,SP,eng,5.760000861523415,2.0
国内,s,注册,v,6.835083491349791,2.0
回答,v,分析师,n,8.25980271096858,2.0
增长,v,百度,n,-0.7844997112209947,2.0
6630,m,万美元,m,5.786987851137811,2.0
为,p,1.57,m,4.272188153246737,2.0
网易,n,2012,m,2.6039629006565606,2.0
将,d,2012,m,0.028723739459730033,2.0
了,ul,48,m,2.45302514691412,2.0
合每股,l,收益,n,7.057925000640336,2.0
就,d,移动,vn,7.188844160327289,2.0
备付,vn,所得税,n,10.987059094154858,2.0
二季度,mq,实现,v,4.932239728803974,2.0
0507,m,:,x,7.388961191244569,2.0
增长,v,20.5,m,5.601123058983758,2.0
%,x,腾讯,nz,-0.5223538515356789,2.0
广告代理,n,服务费,n,14.257148257522603,2.0
为,p,2550,m,3.1617641635530855,2.0
娱乐,vn,产品,n,5.531898966545831,2.0
公司,n,网站,n,3.141977074052739,2.0
・,x,净营,n,4.915361294189068,2.0
为,p,1140,m,3.502801081388153,2.0
部分,n,返还,v,9.30569210948064,2.0
视为,v,运营,vn,6.492406733054261,2.0
亿元,m,2011,m,-1.6052315668797548,2.0
为,p,9.0,m,4.087763582109309,2.0
0.3,m,%,x,4.428930863431293,2.0
和,c,9,m,-0.035336208989752135,2.0
09,m,:,x,3.8653992351875552,2.0
8220,m,万元,m,7.596977541704885,2.0
为,p,880,m,3.339302349105273,2.0
分众传媒,l,来自,v,3.22425749196935,2.0
两年,m,来,v,12.65531193823705,2.0
400,m,万,m,4.482474225731537,2.0
电梯,n,业务,n,5.542660290475037,2.0
2,m,为,p,-0.8318943095730877,2.0
做,v,的,uj,2.837528816462517,2.0
日,m,和,c,-2.000050169033924,2.0
以及,c,本季度,n,0.7846664590743475,2.0
的,uj,3.0,m,2.9370644900134315,2.0
公司,n,已经,d,3.3403906324547465,2.0
本季度,n,推出,v,1.9320081751495344,2.0
传,n,2,m,7.558704595979374,2.0
解读,v,第三季度,mq,2.9388159074233595,2.0
占,v,溢利,n,7.798819195332464,2.0
约合,vn,470,m,4.900890498116365,2.0
5060,m,万美元,m,5.202025350416654,2.0
恢复,v,至,p,5.725231715256642,2.0
预订,v,占,v,2.7246777325799587,2.0
2490,m,万美元,m,5.617062849695498,2.0
积极,ad,投资,vn,7.9474712925373385,2.0
的,uj,方式,n,0.9413646274470572,2.0
1.242,m,亿,m,9.402096593433702,2.0
将,d,我们,r,0.5856299550499106,2.0
增长,v,42.2,m,4.279194964096395,2.0
人,n,之谜,n,11.14821388596944,2.0
减少,v,幅度,n,5.434905487557369,2.0
摊销,v,和,c,2.19561822585012,2.0
增长,v,90,m,1.5787552459553025,2.0
利润,n,继续,v,2.298901200080739,2.0
市场,n,扩张,v,6.271696939404439,2.0
原先,d,预期,vn,7.916111339687537,2.0
加大,v,投入,v,8.46171335878622,2.0
960,m,万元,m,4.95312135193016,2.0
企业,n,开始,v,5.998974847132409,2.0
增长,v,1.4,m,3.5422293699301886,2.0
是因为,c,员工,n,5.7693870228934365,2.0
约合,vn,690,m,6.426959309783952,2.0
的,uj,7610,m,4.685525723017467,2.0
20,m,亿,m,2.6606296070325555,2.0
为,p,3.67,m,4.409691676996672,2.0
1.04,m,亿元,m,5.879044693963543,2.0
4770,m,万美元,m,4.649484327387875,2.0
制定,v,的,uj,4.329381912792193,2.0
一直,d,保留,v,11.402096593433702,2.0
合并,v,后,f,4.953886815458384,2.0
百度,n,Q2,eng,5.558450398984462,2.0
为,p,28.4,m,3.950260058359374,2.0
公司,n,通过,p,2.4618916375024535,2.0
6500,m,万美元,m,4.465059756250448,2.0
幅度,n,较大,a,10.511721084608201,2.0
3370,m,万,m,7.523501493991592,2.0
项中,nr,录入,v,16.122218677436496,2.0
级,q,的,uj,3.522026990734588,2.0
57.6,m,%,x,5.10700276854393,2.0
遵守,v,美国,ns,8.86281166710719,2.0
170,m,万间,m,10.826285791082077,2.0
由于,c,收购,v,2.7539071036107408,2.0
业绩,n,数据,n,4.08934642797326,2.0
进行,v,本地化,j,11.340858963911836,2.0
了,ul,32,m,3.19641701023976,2.0
数量,n,排名,v,8.53484297006253,2.0
为,p,1110,m,3.950260058359374,2.0
进展,vn,顺利,ad,13.122218677436495,2.0
增长,v,41.0,m,5.864157464817552,2.0
人民币,n,300,m,2.0178656353673783,2.0
今日,t,在,p,2.4280318242067156,2.0
了,ul,8.2,m,4.5119188359676885,2.0
代理,n,首席,n,7.165116635874208,2.0
的,uj,1000,m,2.0378274669483485,2.0
为,p,为,p,-5.788262150613394,2.0
但,c,本季度,n,2.743246531694367,2.0
兼,v,董事长,n,8.446765642767431,2.0
我们,r,致力于,n,5.9865093913320955,2.0
亿元,m,创,n,3.423365210187354,2.0
25.8,m,%,x,4.621575941373688,2.0
万美元,m,用于,v,1.7646200381093555,2.0
和,c,春节,t,4.89161203896002,2.0
强劲,a,增长势头,n,8.810632526770592,2.0
至,p,500,m,4.884709929263839,2.0
为,p,0.02,m,3.0404578673309524,2.0
控制,v,成本,n,5.010756937578772,2.0
人民币,n,1,m,0.6054066801903109,2.0
被,p,每张,r,7.2449345439133,2.0
能,v,为,p,2.2397666755543586,2.0
7,m,月份,n,8.31486375537889,2.0
0.80,m,美元,q,7.793095081144929,2.0
1.64,m,亿美元,m,7.533035710397144,2.0
安排,v,相关,v,7.832858445005564,2.0
龙,nr,酒店,n,4.786270112234198,2.0
电子,n,消费,vn,8.96647109661968,2.0
新浪,nz,今日,t,4.795548440202512,2.0
存款,n,以及,c,5.783641453673583,2.0
2640,m,万美元,m,5.564595429801362,2.0
84.5,m,%,x,4.785074673656569,2.0
付费,v,服务收入,n,5.220412840335549,2.0
31,m,的,uj,-2.3212211094231177,2.0
增长,v,25.6,m,5.378730637647309,2.0
用户,n,总数,n,5.743420661570165,2.0
以及,c,视频,n,4.5992168825361555,2.0
公司,n,2010,m,-0.4639886370370018,2.0
3.68,m,亿元,m,6.253440208745042,2.0
奖励,vn,的,uj,-0.6170370470029638,2.0
的,uj,备付,vn,5.00745381790483,2.0
-,x,分众传媒,l,2.5776836820788813,2.0
支付,v,特殊,a,9.817134092712546,2.0
实况,n,录音,n,10.774755490441994,2.0
0.76,m,美元,q,7.623170079702616,2.0
3.24,m,亿元,m,7.1014371152999916,2.0
